Gênero,Faixa etária,Estado civil,Escolaridade,Eleitorado,Com biometria,Com biometria (%),Com nome social,Com deficiência,Data de carga
FEMININO,65 a 69 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,157,113,0.7197,0,4,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,53,37,0.6981,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,16,12,0.75,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,LÊ E ESCREVE,36,24,0.6667,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,20,18,0.9,1,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,NÃO INFORMADO,LÊ E ESCREVE,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,4,3,0.75,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,12,2,0.1667,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,48,17,0.3542,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,10,8,0.8,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,7,2,0.2857,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,9,2,0.2222,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,4,2,0.5,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR INCOMPLETO,5,1,0.2,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,ANALFABETO,86,19,0.2209,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,51,30,0.5882,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,327,131,0.4006,1,4,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,59,34,0.5763,0,3,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,26,14,0.5385,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,LÊ E ESCREVE,127,36,0.2835,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,24,11,0.4583,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,8,1,0.125,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,ANALFABETO,45,27,0.6,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,50,40,0.8,0,2,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,200,145,0.725,0,2,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,47,39,0.8298,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,5,5,1,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,LÊ E ESCREVE,63,42,0.6667,0,1,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,SUPERIOR COMPLETO,12,11,0.9167,0,0,2022-07-11 22:32:34
FEMININO,65 a 69 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,3,2,0.6667,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,ANALFABETO,173,34,0.1965,0,3,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,96,43,0.4479,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,625,190,0.304,0,5,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,74,38,0.5135,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,24,4,0.1667,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,LÊ E ESCREVE,363,66,0.1818,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,SUPERIOR COMPLETO,41,26,0.6341,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,CASADO,SUPERIOR INCOMPLETO,8,4,0.5,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,ANALFABETO,8,2,0.25,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,14,8,0.5714,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,79,38,0.481,0,3,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,16,10,0.625,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,LÊ E ESCREVE,29,12,0.4138,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,10,7,0.7,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,DIVORCIADO,SUPERIOR INCOMPLETO,3,2,0.6667,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,NÃO INFORMADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,NÃO INFORMADO,LÊ E ESCREVE,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,NÃO INFORMADO,SUPERIOR COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,4,0,0,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,7,1,0.1429,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,29,7,0.2414,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,7,4,0.5714,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,14,1,0.0714,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,ANALFABETO,74,18,0.2432,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,19,6,0.3158,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,145,59,0.4069,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,23,10,0.4348,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,8,7,0.875,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,LÊ E ESCREVE,79,19,0.2405,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,22,13,0.5909,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,ANALFABETO,63,26,0.4127,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,29,19,0.6552,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,194,122,0.6289,0,3,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,29,21,0.7241,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,9,4,0.4444,0,1,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,LÊ E ESCREVE,68,41,0.6029,0,2,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,SUPERIOR COMPLETO,16,15,0.9375,0,0,2022-07-11 22:32:34
FEMININO,70 a 74 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,ANALFABETO,197,10,0.0508,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,55,9,0.1636,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,319,48,0.1505,0,2,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,20,6,0.3,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,7,1,0.1429,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,LÊ E ESCREVE,251,10,0.0398,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,CASADO,SUPERIOR COMPLETO,12,7,0.5833,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,ANALFABETO,12,4,0.3333,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,4,1,0.25,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,42,14,0.3333,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,8,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,ENSINO MÉDIO INCOMPLETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,LÊ E ESCREVE,14,2,0.1429,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,DIVORCIADO,SUPERIOR COMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,NÃO INFORMADO,ANALFABETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,NÃO INFORMADO,ENSINO FUNDAMENTAL INCOMPLETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,8,1,0.125,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,20,3,0.15,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,15,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SEPARADO JUDICIALMENTE,SUPERIOR COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,ANALFABETO,64,5,0.0781,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,12,2,0.1667,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,87,21,0.2414,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,9,1,0.1111,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,6,1,0.1667,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,LÊ E ESCREVE,59,4,0.0678,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,6,2,0.3333,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,ANALFABETO,60,14,0.2333,0,1,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,16,9,0.5625,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,97,36,0.3711,0,2,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,8,4,0.5,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,LÊ E ESCREVE,57,14,0.2456,0,0,2022-07-11 22:32:34
FEMININO,75 a 79 anos                  ,VIÚVO,SUPERIOR COMPLETO,5,4,0.8,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,ANALFABETO,142,1,0.007,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,15,1,0.0667,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,150,7,0.0467,0,1,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,13,2,0.1538,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,LÊ E ESCREVE,123,1,0.0081,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,SUPERIOR COMPLETO,8,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,CASADO,SUPERIOR INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,DIVORCIADO,ANALFABETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,12,1,0.0833,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,DIVORCIADO,ENSINO MÉDIO COMPLETO,4,3,0.75,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,DIVORCIADO,LÊ E ESCREVE,6,1,0.1667,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,NÃO INFORMADO,LÊ E ESCREVE,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,9,3,0.3333,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,4,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,ANALFABETO,47,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,5,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,35,3,0.0857,0,1,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,ENSINO MÉDIO INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,LÊ E ESCREVE,25,1,0.04,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,SOLTEIRO,SUPERIOR COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,ANALFABETO,47,4,0.0851,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,5,0,0,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,51,9,0.1765,0,1,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,LÊ E ESCREVE,53,8,0.1509,0,2,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,SUPERIOR COMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,80 a 84 anos                  ,VIÚVO,SUPERIOR INCOMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,ANALFABETO,87,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,12,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,86,1,0.0116,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,LÊ E ESCREVE,83,1,0.012,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,CASADO,SUPERIOR COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,DIVORCIADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,6,1,0.1667,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,DIVORCIADO,LÊ E ESCREVE,5,1,0.2,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,NÃO INFORMADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,NÃO INFORMADO,LÊ E ESCREVE,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,5,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SEPARADO JUDICIALMENTE,ENSINO MÉDIO COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,ANALFABETO,26,1,0.0385,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,13,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,3,1,0.3333,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,LÊ E ESCREVE,14,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,SOLTEIRO,SUPERIOR INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,ANALFABETO,35,4,0.1143,0,1,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,31,1,0.0323,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,ENSINO MÉDIO INCOMPLETO,2,2,1,0,1,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,LÊ E ESCREVE,46,2,0.0435,0,0,2022-07-11 22:32:34
FEMININO,85 a 89 anos                  ,VIÚVO,SUPERIOR COMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,ANALFABETO,68,1,0.0147,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,4,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,35,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,ENSINO MÉDIO COMPLETO,3,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,ENSINO MÉDIO INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,LÊ E ESCREVE,46,1,0.0217,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,CASADO,SUPERIOR COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,DIVORCIADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,2,1,0.5,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,DIVORCIADO,LÊ E ESCREVE,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SEPARADO JUDICIALMENTE,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SEPARADO JUDICIALMENTE,ENSINO FUNDAMENTAL INCOMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,4,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SOLTEIRO,ANALFABETO,18,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL COMPLETO,2,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SOLTEIRO,ENSINO FUNDAMENTAL INCOMPLETO,5,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SOLTEIRO,ENSINO MÉDIO COMPLETO,1,1,1,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,SOLTEIRO,LÊ E ESCREVE,18,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,VIÚVO,ANALFABETO,40,2,0.05,0,2,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,VIÚVO,ENSINO FUNDAMENTAL COMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,VIÚVO,ENSINO FUNDAMENTAL INCOMPLETO,12,0,0,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,VIÚVO,ENSINO MÉDIO COMPLETO,4,1,0.25,0,0,2022-07-11 22:32:34
FEMININO,90 a 94 anos                  ,VIÚVO,LÊ E ESCREVE,28,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,CASADO,ANALFABETO,44,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,CASADO,ENSINO FUNDAMENTAL COMPLETO,5,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,CASADO,ENSINO FUNDAMENTAL INCOMPLETO,34,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,CASADO,LÊ E ESCREVE,47,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,DIVORCIADO,ANALFABETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,DIVORCIADO,ENSINO FUNDAMENTAL INCOMPLETO,1,0,0,0,0,2022-07-11 22:32:34
FEMININO,95 a 99 anos                  ,SEPARADO JUDICIALMENTE,LÊ E ESCREVE,4,0,0,0,0,2022-07-11 22:32:34
